"Restaurant.and.hotels.Expenditure","Alcoholic.Beverages.Expenditure","Tobacco.Expenditure","Clothing..Footwear.and.Other.Wear.Expenditure","Housing.and.water.Expenditure","Medical.Care.Expenditure","Transportation.Expenditure","Communication.Expenditure","Education.Expenditure","Miscellaneous.Goods.and.Services.Expenditure","Special.Occasions.Expenditure"
5730,1000,0,10687,83010,8540,31800,10314,0,11940,5500
1730,228,7279,3040,32700,8060,7098,2160,0,4206,950
1500,224,543,2300,49356,195,2058,1560,0,5814,1290
7400,0,0,9306,64530,750,9708,4140,50025,8232,2370
24050,300,0,7100,113370,580,42996,11580,33600,11628,0
10296,2724,0,1551,36354,1350,7812,468,3200,12564,2000
350,73,0,4060,34884,1281,7548,1800,1075,21816,0
8580,414,0,2405,73122,5270,11724,18144,550,10728,1000
1800,1300,453,1470,47562,10620,1854,2664,0,3732,2000
26850,50,0,8940,68436,205420,27708,7560,56100,20136,2600
25400,0,1040,0,34320,42,17928,8580,72650,26496,800
0,0,2850,425,23724,83,6120,8700,1665,6990,0
3000,180,0,2250,101742,4670,9030,8220,119050,11226,0
11622,630,5883,1050,38862,2580,5970,1860,31715,9702,0
0,0,0,0,77562,6331,6276,1440,0,7536,0
3000,0,3620,1450,48408,3500,8838,4440,30300,5976,0
15600,0,0,0,55206,125,11016,1470,26150,23988,0
6370,300,0,1500,51540,18,4992,2520,200,9756,2000
24650,1374,0,9650,111864,23820,19092,15180,53540,16212,0
9100,1170,0,2160,57096,37477,8634,2520,21700,5928,15000
3000,0,1560,3600,246600,3504,15546,13320,1680,46200,0
7800,40,0,610,55608,9157,10428,3180,11250,7212,2000
1800,780,1742,1740,39312,150,4488,3180,1450,7278,0
500,0,0,2840,36300,6030,3192,4488,2661,9180,0
10836,480,0,400,46080,653,34476,2970,1790,34224,0
13910,0,600,3800,63984,957,3300,2400,28950,8328,7000
6960,300,260,700,44964,1680,8508,2400,27805,13866,0
28565,3300,3801,13960,80742,1000,22092,9540,20000,33300,13460
39690,0,0,61965,189180,3150,35106,22200,158000,52776,15000
39750,990,5973,27350,153828,13975,28362,28800,2500,67458,18000
12127,0,0,800,42018,0,6978,9180,73000,6750,1000
6240,0,0,5000,47220,20200,4296,3120,32150,2376,1000
8540,1170,0,0,51000,52,6384,2280,14000,3414,1200
41316,3510,7240,16235,94470,3600,18552,13134,164000,72324,16500
14850,0,0,9355,112014,543,30858,14700,18350,26364,8000
10100,1400,0,3300,59772,11140,7632,3150,13640,11496,5000
20800,3120,8869,12715,90240,52805,13248,12960,23800,18396,13000
33765,1440,5792,4250,111870,5475,13746,10200,38000,18516,8000
19760,0,0,1950,187956,15400,30600,13740,0,24522,8600
800,345,0,16000,61194,9320,3960,6150,0,7812,6800
13650,540,2923,1260,44388,13716,7446,3360,7500,23538,1100
12160,0,0,4650,68610,890,4266,2700,4600,17442,5000
28660,720,272,7420,80886,6485,13248,10920,13200,44502,9300
31400,0,0,36860,111498,10575,21894,31974,10769,17472,33000
11880,228,0,2185,29526,4866,7920,2160,3230,10470,2200
23650,570,1086,19600,77592,1990,6204,7008,21600,13632,16500
16000,2528,10860,5475,50598,180,11448,5970,0,5034,10700
24215,2636,1300,2600,62610,160,6528,2880,4160,9420,6800
17950,3004,0,8500,95910,32920,11304,10800,15030,25536,33500
600,420,0,5980,62016,1720,1740,1080,850,5652,3200
16500,1320,5430,21880,83220,77520,96756,33600,78750,126444,56000
75200,879,8688,18950,105240,11200,21900,14400,0,44916,32000
19450,210,0,4950,74730,0,5988,2340,30600,12852,2500
41900,150,0,11389,302334,57360,118542,32400,71700,24624,5200
34800,1976,0,11085,68700,18250,96174,19500,77800,44976,5200
37600,0,0,26570,83616,8860,25116,26394,15500,46086,78700
20040,0,1629,1998,121140,24900,2826,4710,43080,11628,6000
23900,1785,9955,19665,94626,9488,7512,19194,16430,24186,25700
13650,4046,0,10320,69054,6021,6618,6600,19400,16836,9800
23618,270,0,1615,88104,16100,5892,14238,14560,18000,0
18100,170,0,5020,58914,11950,10626,13434,800,24774,32500
300,0,0,1480,31374,4100,1950,1224,0,1350,1000
5580,405,0,2320,63240,408,5520,5580,47050,19866,2000
41765,1096,0,16855,87852,6595,22164,18714,20950,19866,31959
40020,3623,3168,19785,142674,15570,38580,31194,79000,30630,10400
4942,0,0,1780,43824,3022,6402,10314,2145,6204,630
13500,250,4344,19220,109056,23514,4332,1668,2590,24114,9000
4000,354,8670,2280,42750,534,6966,1014,1700,6966,4200
32900,450,2286,7010,179070,15933,13344,13950,10200,58338,7000
12800,615,0,17309,164778,9000,19548,9132,0,45762,13000
14900,460,0,5205,141516,7322,5688,2082,36200,21438,7500
2310,70,715,2037,74178,4062,2364,2004,1770,9036,3250
97250,800,0,31570,124320,4940,20544,22494,17300,41904,8500
34200,180,0,9950,122520,865,19722,15330,0,22884,3100
24820,266,4706,2515,84876,1138,498,0,0,1692,750
1000,0,0,4875,258780,21560,3930,3360,0,4548,5500
8075,525,0,5275,40080,1045,960,5400,0,2526,500
4860,168,0,9630,104460,350,25812,10794,63500,25518,8000
1430,0,0,2070,141060,28050,10920,1800,33000,7464,5500
3120,1258,0,14200,75120,15700,17292,17328,51300,8370,30000
4058,18650,13575,4709,225120,83868,22962,22794,0,27066,15000
7150,0,0,1100,50736,2880,4434,10194,0,9852,0
8930,600,0,16148,92916,8470,16830,41394,26000,13302,0
12600,1505,9640,5950,75012,0,18270,6120,3260,13554,4219
200,0,0,495,58284,30280,7860,2640,0,5778,0
0,1862,10235,2660,36900,11624,7248,1560,14000,4398,0
21260,1365,0,2150,84222,300,13032,4200,0,17466,900
20200,0,0,1640,92526,9000,6936,2700,24000,8088,2500
53860,25444,1448,41719,119484,19500,89592,20820,54520,36966,18000
14000,0,0,450,139350,37400,33702,6894,3000,15078,5000
32500,4230,0,7320,102510,1000,15348,7200,35900,37896,10400
28400,200,0,4450,73446,7230,31020,12804,22000,15252,6750
14651,0,0,1550,95544,2220,3624,17100,0,7386,500
13440,4260,23530,4020,108720,55298,7596,5790,0,18426,3500
5100,540,0,1850,54450,410,7422,4380,2700,6768,11200
16800,0,0,3000,110910,9865,43740,24000,0,7188,4000
35620,2740,16290,9169,120672,18410,14592,15624,0,37992,2700
109300,2790,8020,6879,162720,31500,32760,28134,53000,45858,6000
30720,195,0,18985,243870,145,23406,9684,50000,8730,0
14800,0,0,8000,117192,6946,9216,2280,56150,16860,27000
46800,0,0,13374,91950,24715,22638,17754,4500,70602,15000
5600,0,0,12000,92670,15201,19098,4200,0,3402,0
3000,504,0,8875,166494,17742,15888,11586,5000,7020,12000
800,750,1785,11310,37584,1584,14022,2088,6040,9456,5152
16530,960,1358,17886,38520,510,10590,4200,2450,12522,2000
2900,882,0,640,26664,1000,11184,2496,10000,5868,5000
21850,2580,362,15770,116850,7020,25080,9600,35000,25734,12500
47500,0,0,27690,122460,8860,53436,29400,28100,34362,16000
4100,3925,4915,6630,32640,165,13776,3408,300,4026,10100
30280,1350,2172,11565,71700,86100,14484,6420,15000,17658,5000
26195,1910,5068,10948,69402,2594,35796,20400,53600,48918,4500
35820,0,4344,16315,61398,400,24234,3900,15180,20136,5500
18575,1170,0,8600,125262,2160,11364,7140,11750,9186,15000
29650,3450,0,54730,151506,14708,10848,13788,0,94986,14500
17040,1470,1430,12375,117180,7841,21528,4338,0,8838,15500
18650,0,0,12430,52080,2100,22860,5850,0,13950,11000
20309,2574,905,1800,114468,1450,17064,10656,17030,14550,10780
31340,0,3620,3620,69780,4410,6870,6300,0,9282,4000
37800,90,0,5175,116412,372070,44970,6570,52980,19926,7800
42410,0,0,18241,123360,116335,64494,38694,28340,46572,24400
64350,6388,724,20161,216966,5250,50250,26514,97530,42186,8000
40180,2340,5792,16280,179808,1000,51018,24618,146470,26316,6000
55080,540,0,6810,210780,621393,27996,27480,40170,40758,6000
37560,0,0,23844,119238,8683,14274,23394,6351,15906,22000
17840,0,975,7057,115374,63670,16332,7194,87700,34008,27000
40560,0,0,1130,65598,3692,17490,2736,46325,12144,2000
11250,1746,7375,12245,76506,12034,12834,12000,25980,24486,7000
8400,300,36,7800,72252,31020,7530,3780,20032,4818,3000
31680,540,1448,2810,117204,745,14274,20820,81890,21018,5500
19200,0,0,2630,206112,108000,40674,4170,13893,18648,963
8230,0,0,1380,78540,785,7104,4980,900,8004,1000
8350,0,0,1140,26538,1108,9630,2880,1692,5304,954
38020,150,0,1030,44856,20,11280,5760,1100,13494,720
3040,0,0,1174,109050,1344,2202,1740,15400,14448,0
1200,0,0,870,138000,1315,5718,1710,1245,11154,3962
5000,0,0,335,75864,7801,6510,1650,2944,5112,822
25090,0,0,1150,82182,84160,9750,4500,0,16176,3000
3000,210,6335,1000,82938,418,6030,2310,3800,3438,0
8040,1206,2715,2390,106938,208,8706,1740,4710,8910,6850
8880,0,0,3420,176670,230,21018,5580,10750,14754,0
11350,500,0,4720,232704,18000,10620,19506,0,8214,1673
10290,1000,1560,2655,53076,9212,9750,8934,2870,10626,2642
12090,0,8688,1310,79476,3828,14124,2466,1200,4068,1812
71550,0,2715,8410,165570,9725,19902,20334,30584,29004,5237
14590,50,0,2840,89712,360,11532,8538,1920,8976,1944
39810,0,0,2295,22116,3300,13128,1488,25075,13440,0
6560,0,0,2570,128580,3200,10020,5940,0,13254,1540
2966,504,2172,2130,29538,14591,5310,804,1136,4908,0
15630,270,0,3210,103080,1368,8664,2352,1600,9390,0
18595,385,11765,4380,106020,136,9648,2580,0,8526,0
19060,0,1086,6470,114120,1714,10494,2880,8695,14718,3414
2900,300,1086,6063,69660,836,23460,10890,0,7296,6000
8155,0,0,765,47184,900,4584,900,17070,7230,0
1915,870,6335,9075,92736,33635,1152,23094,0,10302,12095
1890,1573,4992,3449,68736,20358,8232,10194,0,15180,1500
20940,3535,4738,4051,58740,10057,3408,13200,3640,20214,5000
21290,1099,1300,8259,96690,18398,17214,24630,24790,23934,4000
38100,390,14480,10775,129012,19874,5700,15600,42000,17964,3000
39000,1441,14480,10195,104208,30220,3060,23400,0,29994,6500
25130,450,5430,7970,82008,13570,6024,3900,30135,17124,7250
39000,342,5430,15960,144444,21290,21714,12498,0,17910,0
3000,2314,16456,3100,108732,15290,2328,21594,0,9972,4000
17525,210,2103,16369,72732,13432,2190,4800,1540,12600,5500
4600,2340,270,1200,53592,1230,8892,13200,0,8706,6000
14200,0,0,5140,152040,4835,28704,7260,4240,27834,17800
7300,0,0,3130,98370,337776,18336,5880,15220,20700,3800
20520,0,0,5730,75720,147,4182,4542,380,10254,2000
26140,0,0,10450,57384,10845,9060,7200,55100,8412,9000
5940,0,1560,2090,46776,543,2040,6300,690,6042,2000
145800,3960,7240,26660,281592,90560,45558,20598,84460,72576,12700
1200,0,0,7735,47100,9200,9588,1008,0,3432,2000
31820,0,0,8105,80724,6300,8550,11016,37015,14670,4000
23120,0,0,4768,91632,1008,12492,15252,66880,10740,0
34200,0,0,1800,97074,16562,10398,16902,168000,11664,2500
3570,0,1629,3150,101010,6315,11994,18000,22600,7302,6500
5580,0,9060,0,57546,1350,4650,6480,0,1170,0
33400,6152,7150,6600,21768,500,14328,3960,30000,7272,5000
3000,0,0,1120,35448,0,10980,1212,1580,7698,700
2160,900,7240,0,38778,756,1632,3120,20050,4704,1100
3250,0,0,0,29448,0,888,768,37150,2244,300
198960,0,364,9220,164070,2200,35058,24000,29500,37266,30000
13560,2240,3439,3445,95868,494,19944,10944,42900,21966,19000
5040,590,720,1165,39612,25864,8064,4800,0,10992,1000
13160,720,2353,4160,170922,14280,31704,15600,105330,22398,3850
11520,600,0,1330,135510,7640,21828,24000,24500,16704,3000
9960,8190,7828,800,91830,3600,5784,7680,0,6246,1000
27000,0,0,8985,330042,38490,57102,9708,19362,36486,12000
11320,0,0,7024,58086,24060,11982,8502,26060,35004,8550
32580,0,390,7340,265320,0,12300,7698,41720,17874,9000
600,0,0,0,58230,4700,4482,9120,0,2406,0
29195,0,1810,4515,28956,125,6594,5760,9060,16170,3500
22270,0,0,4850,33540,250,13764,4620,4425,16236,7200
700,6480,19005,195,138684,0,9018,102,0,7896,0
7365,1020,1040,750,105102,3000,21276,3192,0,49230,0
31100,0,0,22866,81618,9460,9852,11124,46900,50406,13500
1800,2880,7240,1455,66360,5704,6642,17400,0,15792,5000
29930,1500,0,13270,60510,3367,25830,12498,7016,17430,12000
27590,16290,7240,2490,78660,4114,33534,5508,500,55938,140500
10820,0,0,7360,111828,61550,11550,12204,5830,14436,2000
14070,240,0,1195,45696,4148,3084,960,2060,3060,0
21600,120,2172,13625,67434,5430,7368,23520,0,40296,5000
41175,300,1810,5895,63648,723,12984,5880,1875,32616,5000
18360,0,6335,3009,108630,2645,14724,23820,4000,17532,5700
16634,1535,5430,3235,84042,1870,19482,4704,33700,16068,6500
5630,380,9593,1235,37500,410,9258,8400,1231,6384,600
24770,1400,0,12130,90198,5070,37332,10902,1230,27342,8500
0,840,11313,540,31200,4295,480,1500,0,4152,0
36200,80,6788,5924,36960,108,20160,1176,3800,11844,4500
3000,1170,0,4610,110850,0,8772,12480,0,10668,3240
1500,780,8145,3150,88542,2310,11064,11760,0,15438,1500
0,80,0,1760,51300,60,7680,2610,1150,8406,2000
900,40,0,5590,36690,130,3048,720,7500,5034,300
24600,0,0,14940,101706,470,25380,14100,133500,66138,16100
24000,205,0,8550,116352,2700,14700,5040,51200,11118,11240
6780,799,7848,13600,112104,648,8880,2400,2960,12516,5260
0,0,0,900,131298,4672,5178,1920,0,4062,0
12500,0,0,3770,89328,15,8220,4440,37000,10452,3000
5200,0,0,2340,136740,54280,7584,2100,21000,3012,3000
3900,190,1560,11000,38820,29000,13818,4140,0,23688,4300
0,0,0,1690,37680,0,25020,2100,3535,3732,0
30600,2430,0,22050,102780,1230,55740,29160,0,77742,6800
12000,0,0,7990,115122,3510,31656,22800,89000,21162,13000
0,1834,7092,2155,40050,573,3426,1200,1440,9294,4500
18100,2570,0,2371,70164,973,9486,3900,0,30012,1360
32345,0,0,6308,81072,762,20142,5340,250,33930,0
10150,4398,475,20478,58908,4000,20472,17640,1356,22266,3500
26210,1950,1300,9180,61350,841,8586,2640,44700,19578,4050
7560,2548,12212,2800,41712,3978,4104,7314,0,8958,500
3400,0,0,8230,32658,950,3930,3240,32200,10356,0
16200,0,4525,8515,209034,2247,3672,2820,600,8682,7500
10350,2828,0,7895,126798,6722,3588,2160,3600,8586,17500
0,2560,3015,2190,115086,1230,2268,2154,32280,9648,1700
33350,0,0,26605,41034,4574,9390,18600,67850,22776,5000
5300,2970,0,5870,43158,587,1596,3360,0,11562,1700
0,344,0,1070,25368,537,2244,648,944,5586,0
7800,1710,6709,3460,48108,2910,8034,3360,0,12978,2000
10975,0,0,9160,67728,190,4548,10914,20765,11718,1000
9050,255,0,250,19632,583,2346,720,1280,5736,0
10850,0,0,17140,47082,4073,28740,12600,625,27672,2500
400,644,2126,200,119136,2326,3330,3180,0,8832,2000
2400,1545,0,1080,43338,2061,1638,672,840,13410,8725
9560,3660,15385,6630,41370,52778,1692,1800,1060,9912,5000
14800,1352,2387,2275,44916,10371,5406,2220,2550,10338,0
24600,5876,0,2100,32040,250,11094,4458,50000,8256,3000
27200,1014,8145,2684,73170,6485,13080,10800,28420,10332,2000
11804,0,0,1150,177642,5320,38412,2700,3700,15996,0
47200,0,14480,4540,124350,49500,9864,3600,51400,8262,3000
1750,3380,4038,1679,36180,1156,2616,6480,16800,14436,0
5400,450,0,11860,35526,4270,1542,3204,1375,13836,5300
5200,270,0,5126,25698,2483,6018,1950,0,8412,1625
34170,336,5973,7200,31980,1610,17622,8100,75800,7068,0
3000,0,0,170,66600,510,11004,7800,10340,20898,1385
52015,0,0,12660,121260,3110,6864,4488,89060,14352,5000
520,0,0,1693,27534,3509,1086,2400,760,5172,4000
31580,840,2096,480,66090,80,36168,3948,16320,27138,3600
36480,766,0,16274,128802,10705,29106,13422,68250,15096,14000
26000,0,0,3589,68304,12334,10308,4140,34167,13092,17480
21210,9263,0,350,36786,500,3636,3900,39930,7422,5500
16350,0,0,14320,47400,6155,10530,20388,0,33996,3000
68455,1705,900,45150,595356,11875,147660,41040,14300,237198,53150
9100,0,0,4619,165960,300,91410,9000,0,15000,5000
37570,0,0,44486,149280,4038,67404,31428,46100,14574,3000
76650,0,0,27050,160350,7800,67080,26562,147200,32532,12500
11180,900,10860,29400,105414,23400,8382,18000,0,8958,0
0,3324,0,2800,109410,20400,12186,3600,0,3102,0
3900,165,0,2160,51102,50000,3468,1500,2000,6126,0
37165,0,0,10547,24558,19680,6120,3030,0,7830,5800
36200,0,0,26350,82728,6680,12750,1920,16500,3510,0
12900,0,0,8588,227280,44244,35898,16794,0,8742,0
1200,1880,15928,1400,71952,515,612,3456,3600,7020,2500
13000,500,28055,63650,149610,103350,80670,39228,0,38928,10000
4688,1620,8869,1350,71460,0,2268,1110,0,3816,3500
16792,2015,780,15755,65214,3190,19416,12732,23890,16896,12010
15000,270,6335,16790,164490,8300,8868,25794,72500,15810,11000
30900,0,0,6300,85404,16525,16122,23688,24000,15162,21000
28050,420,15080,13415,184950,137760,74790,18600,108290,45306,8000
660,0,0,1364,57084,9620,4224,1272,0,5868,2000
6840,2522,0,2985,66780,230,8184,1470,1050,7002,2800
26780,1359,6154,7263,32214,2018,8388,2892,1311,10752,3300
4550,0,2409,1550,98538,94075,3978,8982,1800,8784,6500
1290,35,0,1400,41478,3110,2640,522,0,4368,1200
10900,3080,2600,1812,45312,960,16284,5400,2730,10542,5500
17500,0,0,7580,50010,909,4716,636,3440,9978,13800
20950,0,0,12725,89118,1300,19014,25800,28150,24534,6800
150,135,1266,1980,26640,2910,2310,0,0,2490,0
10800,2405,1430,1790,64890,1940,4428,6078,34200,5604,430
22100,0,0,2360,50718,276,8826,3900,41180,9660,1500
48800,485,7240,4450,171678,90000,78492,15000,65370,23262,3000
37800,1754,0,145641,173082,10447,24240,23352,24145,32400,16500
8320,540,1300,900,58890,540,11532,4440,0,8706,3300
38000,445,0,2568,237930,31335,12186,20400,46500,18264,5900
4220,860,364,4050,46932,3220,3360,1860,2235,13530,3200
14100,591,0,1370,83550,2604,16704,16194,26000,18696,5850
12480,270,0,1570,69150,100,0,10800,22200,10026,2000
0,450,150,950,66930,850,7800,0,0,6726,1700
39200,485,0,3487,204558,600,27822,22314,26000,33396,13300
63350,1284,2975,2135,72624,490,1530,3420,550,9474,1970
8450,10270,416,920,62502,0,1374,4680,2550,7914,2200
23400,385,1993,1260,41178,370,2064,6900,1190,15306,4000
28600,2511,0,15680,34158,12730,23610,2160,32270,6066,6800
15400,0,0,10895,12180,295,12768,3600,70210,5484,1300
6900,1493,0,25925,82800,50,25338,2100,72000,3378,25500
0,0,0,825,8910,62,0,0,0,1224,0
3100,5638,0,7730,28182,1570,10320,2520,3320,8436,653
0,0,830,1145,24246,14100,720,0,0,1098,0
22340,600,0,17560,42108,6300,52998,7200,2180,23856,18000
3000,0,0,5380,192162,21720,9444,4200,0,21948,15000
0,0,0,2630,38148,300,8640,0,140,3606,0
10200,0,0,3340,48180,3305,24594,4080,0,23580,6000
1000,200,0,10961,123642,0,13104,3000,580,3558,0
19600,0,0,17505,82200,1410,36864,2100,21220,4392,6800
15560,0,0,32425,92244,0,39498,4800,820,49008,30000
1810,496,1736,52220,37536,45100,21000,3900,0,13302,15000
42170,0,0,11760,45372,80900,19680,7920,21795,7110,17640
1880,0,0,4275,10932,0,9630,1380,0,2928,0
2300,850,1040,12300,17898,380,8520,5040,4195,9840,2294
1600,120,0,3960,15480,22155,15768,1920,0,4308,0
0,998,16820,10799,83802,787,3180,2880,550,7734,846
47500,540,0,15774,46416,1330,17760,3960,38414,9468,2500
17500,0,1170,14705,66540,6650,35460,3528,6600,6780,2831
0,0,900,1435,9480,3217,1800,0,0,654,0
4200,1000,585,11130,22872,0,22170,1500,580,2856,0
3900,300,1170,13224,37416,1255,2580,3420,0,2970,2800
11500,743,10860,23169,34092,460,11676,6660,2260,8526,1279
3500,0,0,5240,15354,240,11100,2520,900,3372,1500
2740,0,0,27380,33318,6042,41760,3540,5500,10038,1000
340,0,0,1475,35640,20793,816,1500,38950,6762,0
4660,145,0,5220,72900,2550,7440,7200,0,13926,2500
1000,0,0,4350,102600,4918,25476,2520,27300,5718,0
1540,0,0,1970,35358,1604,3312,1260,970,1986,0
1000,7670,0,2380,25260,3289,8916,1134,0,3288,0
4000,0,0,2400,27480,3190,10080,912,0,2538,500
1000,0,0,4480,70050,15534,11454,1602,0,40524,0
9525,0,0,6055,33090,1770,14490,4470,57650,3552,1000
2200,1260,2172,3740,16062,4310,12444,2100,1275,4218,1500
600,1785,0,2700,47580,2620,51018,1548,22265,13008,2000
2100,1058,6335,1700,67530,4690,159432,3582,0,4014,6000
18800,45,0,935,43620,250,1032,516,0,2586,0
1400,45,0,4225,130200,93040,59292,1560,7566,6840,11000
400,0,0,600,9822,300,2016,1380,1440,2148,0
25350,225,0,17094,56520,9050,8640,3300,16150,23814,4000
11960,270,0,9340,54210,5810,1758,3840,600,8634,1500
3720,0,0,13950,26700,0,4200,1800,0,7770,0
8200,1080,0,11860,31530,5800,5544,1500,2200,6432,0
32450,3870,3702,15530,74400,11200,6120,6498,10100,9996,18000
19990,2340,0,17005,39318,33275,9924,4656,0,6978,9000
6580,630,618,5275,53166,3879,1122,990,1310,9396,0
11790,1000,2852,9600,43698,331,642,1032,0,3066,0
3750,990,140,3060,36156,30,0,198,0,1554,0
30320,5850,1200,18210,57660,0,8880,0,0,2244,0
13830,630,0,3732,40614,100,1800,1134,569,7356,0
15940,0,0,8605,62880,19110,2388,2040,250,6138,2000
28360,3170,814,37850,55134,14210,4020,3600,960,17484,22500
31950,510,0,31313,25398,1270,5442,1860,24160,7926,4000
3000,1120,0,8308,70980,59624,4548,4320,17000,35784,0
26400,4125,2458,7645,60720,1800,9360,4800,0,19350,4000
7210,0,3100,6290,27840,50,1518,438,595,2592,0
2700,0,0,6415,50310,11688,9600,1332,0,16692,3000
60,600,0,2180,58260,89180,11244,0,0,18732,0
660,1890,0,3870,42666,600,7080,0,0,1710,0
1270,0,0,300,25320,481,900,1296,0,3324,0
2480,0,312,2470,29220,60,1800,2124,0,3768,3000
5100,0,0,1920,15660,225,900,1332,770,8430,0
1590,0,0,1980,13650,230,2340,2364,0,2868,1500
2655,0,9020,1280,17718,1000,1620,1800,0,2166,0
54640,0,0,2640,29910,30073,88800,6594,122000,11034,5000
4325,138,0,1385,12570,280,3660,2280,470,8298,1500
3080,0,0,2840,16440,330,2880,1644,800,7290,0
5175,210,3315,5490,17730,0,30600,3594,75000,3648,4000
1230,600,650,1650,10350,0,720,0,0,2598,0
9120,0,0,24680,40020,0,45000,4500,0,11340,2500
2260,0,585,12080,29580,7045,2400,1800,0,2310,3500
1800,0,1086,0,13434,150,1200,0,0,960,0
7370,0,3620,11485,34200,0,35760,6540,47430,6486,2500
4820,0,0,3000,13740,150,1200,1104,3754,4182,3500
8390,0,2130,1875,16500,210,1080,990,2084,4056,2500
9100,2184,1127,6690,19572,0,3696,2520,9600,20670,2500
