"Total.Food.Expenditure","Bread.and.Cereals.Expenditure","Total.Rice.Expenditure","Meat.Expenditure","Total.Fish.and..marine.products.Expenditure","Fruit.Expenditure","Vegetables.Expenditure"
108753,54669,44380,15317,9424,2469,3278
77412,24478,19198,13830,22846,1906,4257
90714,47917,37438,6015,14722,1942,2905
50860,27424,24869,4218,7719,2010,2533
72105,31616,18512,13130,4449,1910,3168
124400,34040,24520,19049,28635,6118,9556
92101,13801,11570,3047,7793,1970,4973
98074,32797,26358,9359,18658,4435,5868
70405,35634,29010,5541,8029,2185,4527
136741,42738,29322,24000,16738,2505,4744
142826,44035,25400,16680,16250,12128,8435
53778,14313,9360,5252,2895,2540,2783
85982,19851,12700,16692,8730,4301,2835
62927,26354,18643,4793,9046,1350,3235
54518,21111,13937,4486,9040,1900,4605
73328,24529,19810,12576,11011,3235,7130
93608,39867,30939,4770,18112,1076,5780
143453,59789,48078,21224,8337,2440,6910
46113,10032,7280,3903,8959,3260,8020
103991,53334,43900,5989,15424,1507,6380
65432,26434,15888,6664,5044,2865,3315
48699,17072,12985,3670,4414,9770,3707
86912,42987,23296,5395,4460,1955,2788
104467,48866,38176,4110,19706,1523,4306
81300,37590,34509,10160,8309,2365,4119
40659,24335,21500,3195,2805,390,1698
49407,21978,19781,2528,9150,2195,2408
57044,32116,29924,1782,7651,2474,3011
49483,27605,26600,2568,6658,1168,1700
50879,27725,24359,1990,6225,1674,3925
49603,26870,22670,1672,4832,1920,3515
27349,11458,8840,2888,3777,1560,2180
72570,42207,34069,4422,6197,1145,3313
45776,24971,22625,2486,7586,650,2509
48629,28981,25425,3594,4299,918,2387
40220,17789,15540,780,4258,1635,3111
43282,29744,27420,703,5063,1344,2094
32931,13642,9360,2202,4740,1075,2871
42049,23044,20970,1768,5226,1406,2147
52335,17259,12085,4260,12134,2628,5644
57111,23188,20312,2090,9970,2235,4450
59558,31900,28314,1078,8380,2021,3061
56175,18255,15500,6532,7136,1886,4101
48274,22455,14352,1283,6920,2643,2410
70595,38318,30933,3880,9002,1695,6628
51825,16004,10231,6082,6324,2106,3178
81569,35373,26520,5698,11857,1725,4686
92351,27717,21760,30976,6381,1240,5249
61960,29734,25978,2730,11914,1548,4520
69005,22474,14148,7535,4738,715,3770
121579,71007,61290,9366,13261,1820,4986
71321,31595,25454,2726,16504,2561,3957
89792,27184,20280,15598,6991,4942,3578
62428,32904,30024,4929,5508,3113,4384
152702,90076,81738,11540,15486,3270,11296
80823,40857,38010,8305,7833,4372,7177
155090,60998,54300,24576,14240,5828,7329
60992,20778,13680,5951,8280,3299,6290
56893,26832,24254,5054,5303,3073,4508
46288,22569,19548,7314,3986,3391,3675
38280,16273,14686,1466,4480,3865,6996
102459,32400,19680,17580,9204,2660,5566
98805,40178,35114,15568,15870,2710,11356
76100,26810,22019,8432,8127,4359,8819
48345,19852,15385,4934,5322,5066,4904
49550,24980,21780,4043,4200,2735,3901
119283,40299,36645,29978,18858,3446,6478
71932,31859,27832,7296,5434,2365,6231
61019,30530,25025,3878,8524,3300,5020
70506,27601,14867,4446,4342,2400,7910
55343,25165,19642,5144,5741,2172,5400
146588,58562,49728,19108,21430,4987,7218
136916,32343,19998,24596,29169,5284,9026
123012,27696,15326,15322,9890,7867,10152
77128,25744,20457,4810,7637,3480,5064
114255,40322,36004,11342,8950,3218,4508
69515,28466,24776,6922,10737,3660,3116
65489,30312,23342,6640,8466,2800,3908
58220,17861,12308,4770,4113,1820,4233
49166,25113,22444,4734,4065,4113,2335
67637,37467,34178,3632,6624,2170,4335
85105,24491,22186,38106,3879,4210,2671
80776,39581,37524,5579,7857,3818,6786
37998,16907,13870,1738,8553,2395,4135
22378,10194,8345,1092,1353,856,2018
64137,25440,22682,3498,4376,1924,4755
86276,34151,29536,3710,8896,2817,3303
157498,37107,30025,10106,6376,5147,8359
117267,20693,13407,10392,17369,4674,4311
82777,15883,11760,7318,9439,3590,4122
68830,38525,33726,3369,4500,3125,3984
51468,19956,11946,4252,8636,4736,4108
73433,28321,24797,8126,8718,1415,6895
49131,11190,7299,7588,8671,2780,3141
23762,7108,5780,3924,4222,1155,1772
94893,38384,30080,10180,14782,5918,5390
105852,28648,24370,20686,12040,3376,4713
74465,28258,22912,5501,8829,4901,3954
32623,18201,13575,1605,2015,2070,2099
80547,24015,19276,10300,11088,4141,5243
51000,22061,15890,8221,4157,2058,3395
96665,33969,31504,11204,10980,2530,7712
63004,24374,19960,6575,7229,1691,1891
53535,19798,18100,1117,3151,1410,3774
95240,43375,38652,11361,10728,2830,5170
61846,20418,16340,4296,4895,3556,2950
107389,18832,16304,5874,6990,3364,4105
163781,71036,60000,19750,16311,1776,7965
89802,26220,16740,18578,8864,3206,5330
96595,24072,17798,20025,13080,1819,3214
138102,41408,24880,15300,12710,8425,6184
151428,73455,50032,23640,10999,5060,6379
74749,28558,21072,9525,7980,1923,4882
129753,40774,30368,15255,13518,4790,7415
102752,25170,19952,17618,7812,3716,4925
104191,40425,36004,15726,11758,3275,3541
114880,53703,46719,6781,7552,659,3409
83896,33275,27150,8109,7070,965,3048
149435,28674,22048,33727,8739,4180,4672
53479,13176,10114,603,1530,2490,1015
84716,36763,33123,7805,6370,9258,5889
98323,49718,44164,7060,14830,3815,5688
59972,26988,23168,5076,5547,1885,5532
60489,21215,17605,6938,7953,2455,5783
38080,14442,11482,5655,3623,1430,3117
36040,16097,11415,4904,4661,1927,2995
51992,13900,11609,3712,5806,3574,6256
86351,37521,34028,12749,7748,2219,4007
72622,46571,43178,4230,4302,1285,1637
82610,46157,39639,5680,7128,3565,4595
57394,36123,33485,2640,4057,2490,3758
44847,23718,19708,2522,3260,3215,3126
46643,18199,14480,2328,5446,2712,2869
60540,30372,21811,5490,6629,2813,4580
77707,37657,32671,8466,9289,4275,6348
58876,24155,21539,6690,4374,4810,5331
77941,38186,32520,8412,7118,2489,5693
74523,37712,29865,5112,6790,3096,5583
63106,28435,21539,7365,3142,2716,3513
104248,43921,25653,10400,12942,4999,6127
13882,3311,2751,94,510,330,370
47728,13277,8205,6157,5348,3204,1725
90002,31745,22529,14796,8679,5090,7035
54789,24927,20719,4125,7594,2685,3265
41864,12084,9580,6880,6868,3177,2514
73763,41009,35385,1755,7893,2945,3464
47140,18818,14409,1170,7490,2645,4886
59974,20285,12566,5133,9669,2645,4927
64146,41740,33607,1440,4384,2971,3601
143690,57405,50943,14940,11758,1060,2250
41205,24832,22620,2528,5144,1020,1715
40320,14985,12672,3656,2177,1178,1780
36526,8422,7280,4218,2326,812,1540
48557,14982,13020,2720,6009,1986,3301
32894,8080,7334,1320,946,660,125
96230,48864,44034,3590,10498,2499,4379
59783,36460,34528,2514,5523,2244,3203
38311,15532,12214,1504,3116,1857,2020
64482,28395,22218,2775,3481,2115,2749
60517,26176,22120,1660,9658,1585,6342
38935,19960,10834,2575,3452,1259,2375
69515,24459,17341,7067,6016,3496,2909
20154,7462,6697,565,2155,955,1824
56454,29396,26032,3370,6758,3052,3195
59333,24622,17286,6656,4474,2492,2901
39414,19457,17256,2610,4508,1832,2636
29782,11564,10837,1270,3530,2389,3667
80257,37362,25722,3290,18437,844,5728
93757,18432,12642,7210,6084,7646,6496
57640,19035,10150,5048,11792,3451,5825
151825,46240,26956,20631,15930,4923,7081
47857,16892,14163,1274,1913,840,1563
47043,19233,13880,3356,6236,1559,2831
56305,18236,12632,4980,9484,2220,6211
43377,11964,9560,6276,6348,7130,1899
64924,14208,9784,3648,12530,6680,5508
71697,20988,14480,10879,9740,3745,5162
35988,11518,5514,3514,1172,985,1188
27574,7781,6155,3708,2969,724,1810
63414,32470,26958,2890,10097,1270,4015
92670,43376,38310,3490,17098,1832,3665
41955,14414,12335,6560,5888,2668,2632
77743,29551,24978,9682,11466,1140,4853
115030,52211,42474,10842,10649,1145,4947
76379,18825,10523,10322,7355,305,2980
45584,19222,16988,3582,5626,3779,3675
123530,44035,33738,25300,15966,2525,5367
78804,22695,15747,14465,9296,2935,4745
84365,24695,15959,15296,13312,1085,3167
110976,34963,25612,19270,16106,3760,5040
83954,29749,17919,15124,14630,1828,5254
77821,35836,29040,6868,12146,890,5563
83122,35010,26572,8890,14431,1825,5539
49591,17807,13977,3905,5358,1510,4984
103259,46400,40296,9602,9207,810,3492
36710,15507,12325,6195,3540,1900,2610
58923,26055,21945,7595,7451,1855,3560
63128,29873,24707,5820,3299,1690,3620
81930,33100,28470,6786,8868,5749,5978
60110,31222,24202,4886,4440,1653,4123
82730,36528,29484,8292,14018,1708,4703
74773,33934,22682,7442,11162,1736,3274
68803,20925,16559,2610,1930,3086,1685
73590,26564,17496,5910,9534,2564,7992
66889,22181,14997,4122,13865,2860,6359
102195,47901,38553,5681,17023,3985,6659
120689,44501,25702,17436,13146,1771,7139
97067,31614,22588,13836,17715,3120,7303
93599,41202,34209,6150,9662,3033,4750
109523,39248,27874,6597,22384,1327,6819
106480,51978,40120,6676,16452,3374,8074
132914,56848,41445,14300,14481,2705,8755
66660,33771,28875,5876,6882,5070,3545
114309,39323,20815,17134,7424,3210,4064
51340,28860,23078,3102,3497,1640,4370
128989,16063,10431,16436,44568,11296,5597
72689,24603,17315,7452,6110,2285,5351
63345,21717,15838,9465,9229,3595,4832
92132,38491,25722,9476,15522,4242,6570
65338,15528,11905,7504,10304,2475,3554
45713,20503,13625,4237,5205,1565,3188
86618,24226,12670,17122,14376,1590,7018
35034,10273,6188,555,1543,2078,1413
140864,35704,21358,28687,16384,4329,7917
104279,33562,23140,19004,16180,3344,7545
149977,53129,43680,15880,25472,2764,12692
77429,35891,30085,5165,14431,1811,7663
85040,38267,33097,5720,12240,4054,7395
80685,36192,26758,5611,10872,3050,6909
62703,26056,23600,5386,7784,1688,6095
93217,46574,40950,5520,12343,2605,9001
105800,48875,40827,6158,13151,2020,7999
77368,37450,32502,5948,8646,1750,5787
82913,39952,35922,8830,11064,1350,5320
64952,27816,23036,7790,8905,476,3795
58211,26263,22308,3544,7849,854,4810
78373,40166,35476,4580,10160,1505,5761
90449,42128,31740,4019,14842,1680,6623
57192,26659,22697,3135,8686,1094,5900
65870,25379,20167,5588,9648,2380,5330
53643,24639,18343,4480,8170,1325,4195
31000,7665,7002,270,1976,370,330
56518,26428,21983,5470,7470,1632,3755
86038,41916,32866,4950,13898,1794,5686
81973,42503,38115,5676,13334,1505,3747
53913,20040,13104,3300,8584,1240,5400
53298,25672,22763,2192,7764,2305,6426
86281,46513,39215,4819,11627,3385,4342
83818,39790,34269,8496,8540,3180,5606
74104,31979,26517,5181,6936,3871,3700
34024,16345,13431,1915,3900,1320,2213
89753,41790,35646,3174,13458,3410,6851
48858,21016,16200,3077,5417,1400,1831
135093,55128,47060,11260,17642,4170,7407
83987,35471,32126,6742,11548,2902,4481
49967,16673,13813,1940,1818,830,1448
64340,29069,25778,4853,6345,4725,4907
137688,30446,18099,23288,10876,9092,18801
148013,43353,28973,14299,23292,12035,11360
72011,17594,13756,8044,5752,2300,2976
49339,23398,22082,3120,3262,2171,2660
62790,19484,13756,4260,3033,4705,1280
287108,53168,24802,28136,31138,15504,15802
68379,28380,20420,9821,11567,2262,4215
77638,39250,34524,5778,9718,1680,3415
60572,21104,16608,7390,10729,1860,3599
47425,19243,13900,2574,4791,845,2603
86718,28908,22698,15381,12708,3220,6887
73716,32504,25385,5083,11266,1222,5267
67115,23288,14588,12998,10170,2320,3179
86902,37633,32214,5786,11648,3770,4583
91704,42614,36703,5451,12185,1506,9275
77190,28322,23676,12494,8702,810,4905
90770,39256,28454,10524,8027,1880,7432
43012,16578,14118,2323,3248,2855,3628
41884,19111,16328,2196,2373,2584,3785
86726,28550,19817,16253,7191,6890,6178
109441,41220,38412,4737,3894,5125,4241
95255,42215,37481,5846,11569,3330,6906
37712,13023,11625,4290,3290,465,2610
72148,23068,16068,5056,9390,3190,7592
56491,30502,25048,7673,5488,1249,3448
116626,37057,31856,9070,13962,5230,7370
101995,47980,42037,12137,10440,4655,7403
107829,40348,28584,11081,14529,4930,8542
82523,34689,24826,6249,13372,3335,8279
39445,21650,20444,2520,3272,1315,3385
61220,26484,24112,3920,8888,4885,4106
56077,22051,16569,5640,4682,3625,4723
46492,20221,17127,5240,3431,2275,3999
73166,33675,27512,10284,4843,3545,5000
53825,17532,14264,12978,5538,3166,5869
75316,36730,32580,10690,7278,2115,7635
33836,16274,13756,3797,2947,1665,3968
73459,28550,21426,11325,7254,2170,5257
36175,16296,12670,4496,3423,1646,3703
79334,18724,13610,11605,6618,2150,6255
82200,34042,29042,6144,10432,2180,6416
34450,14686,11711,2497,3823,1165,4353
45394,22949,17014,1471,4598,906,3814
75762,35100,31100,4776,7140,3280,5245
144553,27416,17314,27626,9824,6295,7425
81860,32447,26144,9006,12526,2965,5735
39684,15809,11667,2941,3218,2070,3388
71978,36274,31566,6958,6533,2441,5380
79909,31144,27512,13454,12075,1695,4529
126369,32319,23403,18940,15615,3340,4729
105370,51781,43440,5356,12864,2800,5755
69611,25770,20631,5435,7888,6310,4426
71175,22798,18516,3172,9620,2740,5425
179889,37144,28232,27236,24396,4975,9686
84487,18384,14000,5013,9861,3642,3286
100415,28770,20000,18811,9726,2542,5259
44896,12338,9970,5129,5682,1491,2990
45239,5600,5280,1160,1536,1950,812
84179,33360,28340,12157,8808,1965,4168
73999,22208,18480,12397,9548,2910,4835
65701,21842,19194,7566,8684,2710,4695
128614,56347,48400,18354,16500,2360,4430
122095,39482,31494,28984,10840,4390,6568
26759,10056,8417,2910,2422,676,422
89190,46912,38766,2050,10564,3128,6356
95145,16372,11544,13574,13270,2093,4586
103968,36628,24388,13611,16018,5063,8162
118431,40519,29820,20239,6179,1430,5095
51690,15554,10166,3642,10674,1970,3546
86504,30501,21720,6973,12320,3230,4661
118550,32789,28721,11867,20018,5135,5554
100128,23784,14057,9799,15256,3623,6306
63188,32602,30120,6476,6411,2025,3209
72379,27495,18643,10552,9084,2830,6638
93148,32694,21050,7565,7343,2733,5763
28208,8730,6748,2140,2744,715,9205
167735,36730,22516,22788,7940,8482,5775
143197,46587,34209,16052,22180,2725,4669
117696,30155,21414,15414,5551,3680,3263
66172,19734,10220,3390,6116,6680,4186
100591,28902,21000,8156,12352,5084,6543
95685,15012,10270,18168,6303,8780,9741
136206,31406,24984,8448,5760,6292,3196
97161,29717,17464,14478,4810,2150,8130
20138,7956,6600,1424,2090,680,1261
173200,39340,28598,23748,13178,6286,11366
131483,25334,9684,28821,12370,7861,9368
113925,21405,11400,20339,3862,6060,8151
149971,52111,40725,26565,9904,3650,7542
110247,29387,20072,21843,11034,1098,6896
49673,2673,642,0,0,2245,0
74800,19230,10385,11673,6776,2496,2345
58920,24492,17738,9518,4318,1670,4865
62017,18890,14118,4700,6994,1450,2826
43766,5915,3952,2106,1555,1583,870
143152,40555,27204,28730,5377,3668,7745
123281,21954,14256,21589,8900,2430,7774
106485,50740,45250,12391,9764,4068,2840
146350,41689,33784,22859,16101,8462,8487
61167,18464,10132,8346,9064,2455,2175
117198,24410,13794,22687,9956,2718,3397
76528,22739,15372,14822,10549,4714,5016
77564,34352,26844,5900,5686,1750,4108
77502,23263,10806,12779,6195,5700,4456
109157,43391,35228,12893,14440,3330,6720
74232,30314,21168,7718,6151,3055,8003
110968,23933,16470,24506,10931,5765,9000
70265,19848,14842,13716,5969,2215,4659
150662,35499,24676,18998,13410,2165,5918
91614,44255,38800,7269,8930,3080,4132
63711,29839,27032,5317,4823,2902,2798
37620,11899,10711,679,2190,1503,4560
118244,51830,39398,17444,11737,1834,6409
41795,15557,12724,6266,4327,4755,2070
98849,46595,41440,5440,10081,2034,6895
80081,40673,32661,5061,6274,2484,4492
49412,23282,17992,3509,4881,1566,4997
96309,36066,27871,11494,12580,3410,6451
107920,33800,26084,12615,8860,4147,3233
77602,41316,37051,8924,3938,2186,3091
60902,26460,20738,10056,4965,1130,3203
43263,5868,4297,2774,4895,4328,2738
91351,20895,15598,1190,9996,6156,5863
114091,48260,43680,10799,16154,1690,7092
123100,38928,25480,19822,16000,1410,4624
192121,80889,61540,24566,22927,2051,7110
78611,37391,26208,5528,10231,2015,6510
108776,35427,26572,8174,16056,2308,7330
163648,42266,29120,33511,19496,6585,10185
120478,23610,13980,26284,7562,1215,6002
131994,30646,17108,28072,12933,1480,8190
82664,31923,25048,5780,12885,1778,6294
93095,30565,24245,7004,17235,1930,7721
91183,41362,33488,5424,17690,1775,6395
83317,36463,28960,4982,12091,1155,6254
101974,30526,20469,13508,11964,1655,5755
111027,37061,29653,4840,21645,2175,7224
52117,18095,11222,3782,10784,940,3620
62339,29271,21720,3065,8080,1153,4081
181253,97957,80545,8054,30682,1872,9351
131875,59663,45793,11050,23114,1710,6010
112748,48687,42474,9425,17040,4335,5858
78430,29390,21720,3443,20820,1371,3717
60317,19075,13615,11606,10092,1200,4356
75515,23245,16471,5038,15040,1737,7790
49273,20813,17195,720,10557,530,2916
98539,38316,32852,7394,18734,1074,6460
70895,25711,20091,2398,16812,1085,4580
54981,12965,7141,5580,13896,997,5011
90912,30539,22835,16692,10340,1775,4951
45421,14902,12756,3242,13092,898,4303
103650,39485,35958,9438,19978,8770,4694
64277,22844,15838,2942,13128,618,4581
45292,16885,13394,3784,13396,1110,2646
97206,24448,13283,17005,18808,1620,8017
52466,20740,18640,6300,8070,3827,4521
73548,49572,29040,2970,4976,1040,3886
44050,17579,11165,3000,6370,626,2384
41827,17032,14112,4300,6668,1970,3059
16310,6839,4669,1480,1440,1099,1375
70055,38636,35114,4200,7176,977,5852
86817,46866,44600,2340,9362,3425,5543
67555,33365,32357,3540,3176,2347,15138
43843,12103,7863,2040,4845,2100,2183
87892,51851,47965,4819,5368,5187,3940
103525,74370,72400,972,4450,2420,6187
151800,39114,23738,22324,12447,9591,10722
222462,45960,22005,45138,33051,14956,22357
152055,39990,16622,31520,17424,9785,13187
187830,34423,23800,13585,23342,22699,14209
182290,57663,42897,27250,22150,8298,11052
72338,17171,11818,9877,4360,6272,9329
111804,31949,23182,17086,16522,6362,14902
198555,40915,29894,39738,39618,11632,14561
44229,17211,9276,3319,7491,2049,3331
77666,17259,11399,15417,9637,2646,8542
80297,23292,18434,7799,13474,4415,9116
77975,29806,24133,7670,14341,3375,8340
52915,17100,12757,2713,7601,2113,7294
67291,19530,15114,5960,10424,2241,10895
169130,32143,21508,25378,23620,18881,14790
75325,31394,22082,3834,8710,3760,9110
57658,20317,17574,4300,7568,1150,4500
122406,40480,27044,11736,16574,3416,10924
21944,9810,4888,2452,1285,670,460
53740,24694,16606,5031,5667,2280,4268
87356,36234,22544,12874,9508,4997,7560
70367,24504,18884,8498,10068,3055,2248
65876,37405,30680,6425,3398,1920,3365
106841,45836,40995,16596,11531,4745,5310
101702,15140,5823,12420,14023,5437,5980
81201,28379,23059,13694,9080,5585,2894
107776,27024,17445,22266,13850,3103,8665
140067,33531,23349,19840,26523,11166,9852
64175,19088,14812,10508,5382,4043,3955
78520,22903,14910,11262,6681,3202,4787
148880,25450,18557,24014,12189,4772,6680
77885,32594,20272,12504,7850,4240,4775
65755,29403,24296,6145,10158,4310,6096
22415,5854,4303,38,3250,800,100
38028,15238,11795,4790,3311,1724,2175
32043,15669,14543,1242,3530,2224,2257
64869,22479,16748,10404,6488,2842,3738
85844,40703,33042,8802,7115,2284,3363
99597,40145,30518,12058,5845,6686,4362
49899,20674,13665,4052,6994,2130,2928
61692,31808,30408,4216,9349,1890,5017
56385,26708,24688,1840,6320,4030,7809
58565,25824,23116,2956,9790,2785,5111
44138,13186,11804,8060,5197,1660,4576
